player_id,t,x,y,state,event
P02,90,49.1,29.45,Holding,none
P02,91,48.98,29.18,Holding,none
P02,92,48.75,29.22,Holding,none
P02,93,48.82,29.24,Holding,none
P02,94,48.87,29.26,Holding,none
P02,95,48.83,29.3,Holding,none
P02,96,48.94,29.2,Holding,none
P02,97,48.86,29.22,Holding,none
P02,98,49.02,29.15,Holding,none
P02,99,49.31,29.11,Holding,none
P02,100,49.46,29.24,Holding,none
P02,101,49.4,29.31,Holding,none
P02,102,49.48,29.37,Holding,none
P02,103,49.57,29.53,Holding,none
P02,104,49.57,29.52,Holding,none
P02,105,49.6,29.69,Holding,none
P02,106,49.59,29.58,Holding,none
P02,107,49.49,29.61,Holding,none
P02,108,49.45,29.6,Holding,none
P02,109,49.48,29.66,Holding,none
P02,110,49.59,29.68,Holding,none
P02,111,49.59,29.61,Holding,none
P02,112,49.64,29.75,Holding,none
P02,113,49.48,29.65,Holding,none
P02,114,49.39,29.76,Holding,none
P02,115,49.35,29.64,Holding,none
P02,116,49.3,29.69,Holding,none
P02,117,49.88,30.46,Holding,none
P02,118,50.68,31.7,Loitering,none
P02,119,51.69,32.92,Loitering,none
P02,120,52.41,33.76,Loitering,none
P02,121,52.92,34.34,Loitering,none
P02,122,53.29,34.74,Loitering,none
P02,123,53.54,35.03,Loitering,none
P02,124,53.71,35.23,Holding,none
P02,125,53.8,35.48,Holding,none
P02,126,53.94,35.64,Holding,none
P02,127,53.69,35.36,Holding,none
P02,128,53.48,35.2,Holding,none
P02,129,53.57,35.13,Holding,none
P02,130,53.44,35.03,Holding,none
P02,131,53.42,35.02,Holding,none
P02,132,53.3,34.95,Holding,none
P02,133,53.32,34.85,Holding,none
P02,134,53.38,34.91,Holding,none
P02,135,53.25,34.94,Holding,none
P02,136,53.23,34.92,Holding,none
P02,137,53.28,34.92,Holding,none
P02,138,53.27,34.92,Holding,none
P02,139,53.37,34.8,Holding,none
P02,140,53.43,34.92,Holding,death
P02,141,53.5,34.77,Holding,none
P02,142,53.46,34.8,Holding,none
P02,143,53.5,34.91,Holding,none
P02,144,53.52,35,Holding,none
P02,145,53.52,34.96,Holding,none
P02,146,53.47,35.01,Holding,none
P02,147,53.17,34.96,Holding,none
P02,148,53.18,34.81,Holding,none
P02,149,53.13,34.84,Holding,none
P02,150,53,34.82,Holding,none
P02,151,52.98,34.87,Holding,none
P02,152,52.9,34.93,Holding,none
P02,153,52.8,34.83,Holding,none
P02,154,52.75,34.71,Holding,none
P02,155,52.6,34.71,Holding,death
P02,156,52.48,34.79,Holding,none
P02,157,52.56,34.86,Holding,none
P02,158,52.59,34.66,Holding,none
P02,159,52.6,34.75,Holding,none
P02,160,52.63,34.85,Holding,none
P02,161,52.73,34.8,Holding,none
P02,162,52.69,34.69,Holding,none
P02,163,52.63,34.52,Holding,none
P02,164,52.51,34.6,Holding,none
P02,165,52.42,34.65,Holding,none
P02,166,52.27,34.56,Holding,none
P02,167,52.22,34.58,Holding,none
P02,168,52.27,34.58,Holding,none
P02,169,52.3,34.48,Holding,none
P02,170,52.3,34.6,Holding,none
P02,171,52.21,34.59,Holding,none
P02,172,52.09,34.67,Holding,none
P02,173,52.21,34.69,Holding,none
P02,174,52.2,34.62,Holding,none
P02,175,52.14,34.63,Holding,none
P02,176,52.04,34.36,Holding,none
P02,177,51.86,34.27,Holding,none
P02,178,51.74,34.24,Holding,none
P02,179,51.58,34.49,Holding,none
P02,180,51.8,34.47,Holding,none
P03,1,18,30.03,Moving,none
P03,2,17.89,29.71,Holding,none
P03,3,17.85,29.42,Holding,none
P03,4,17.86,29.3,Holding,none
P03,5,18.13,29.43,Holding,none
P03,6,19.36,28.95,Loitering,none
P03,7,21.42,28.04,Loitering,none
P03,8,24.1,27.19,Moving,none
P03,9,27.32,26.71,Moving,none
P03,10,30.79,26.92,Moving,none
P03,11,34.53,27.14,Moving,none
P03,12,38.45,27.52,Moving,none
P03,13,41.44,26.46,Moving,none
P03,14,43.4,24.57,Moving,none
P03,15,44.11,22.27,Moving,none
P03,16,43.42,20.23,Moving,none
P03,17,42.06,18.88,Moving,death
P03,18,40.58,18.32,Moving,none
P03,19,39.55,17.93,Moving,death
P03,20,38.93,18.1,Loitering,none
P03,21,38.73,18.64,Loitering,none
P03,22,38.85,19.32,Loitering,none
P03,23,38.9,19.81,Loitering,none
P03,24,38.95,20.14,Loitering,none
P03,25,39.1,20.41,Holding,none
P03,26,39.2,20.67,Holding,none
P03,27,39.08,19.48,Loitering,none
P03,28,39.13,17.32,Loitering,none
P03,29,38.55,14.57,Moving,none
P03,30,37.62,11.55,Moving,none
P03,31,35.85,8.7,Moving,none
P03,32,33.17,6.41,Moving,none
P03,33,30.59,4.72,Moving,none
P03,34,28.86,3.43,Moving,none
P03,35,27.86,3.23,Moving,none
P03,36,27.64,3.7,Loitering,none
P03,37,28.05,4.52,Loitering,none
P03,38,28.71,5.46,Loitering,none
P03,39,29.17,6.12,Loitering,none
P03,40,29.51,6.57,Loitering,none
P03,41,29.74,6.89,Loitering,none
P03,42,29.92,7.09,Loitering,none
P03,43,30.2,7.38,Holding,none
P03,44,30.52,7.36,Holding,none
P03,45,30.51,7.43,Holding,none
P03,46,30.45,7.52,Holding,none
P03,47,31.28,8.61,Loitering,none
P03,48,32.63,10.44,Loitering,none
P03,49,34.72,12.36,Moving,none
P03,50,37.49,13.84,Moving,none
P03,51,39.96,16.06,Moving,none
P03,52,41.86,18.35,Moving,none
P03,53,42.75,20.34,Moving,none
P03,54,42.61,21.65,Moving,none
P03,55,41.96,22.22,Loitering,none
P03,56,41.07,22.14,Loitering,none
P03,57,40.19,21.65,Loitering,none
P03,58,39.56,21.34,Loitering,none
P03,59,39.14,21.07,Loitering,none
P03,60,38.86,20.87,Loitering,none
P03,61,38.59,20.78,Holding,none
P03,62,39.78,20.68,Loitering,none
P03,63,41.92,20.52,Loitering,none
P03,64,44.75,20.43,Moving,none
P03,65,48.03,20.04,Moving,none
P03,66,51.18,19.67,Moving,none
P03,67,53.37,19.23,Moving,none
P03,68,54.87,18.8,Moving,none
P03,69,55.28,18.78,Loitering,none
P03,70,54.87,19.05,Loitering,none
P03,71,53.92,19.38,Loitering,none
P03,72,52.85,19.81,Loitering,none
P03,73,52.1,20.09,Loitering,none
P03,74,51.57,20.27,Loitering,none
P03,75,51.19,20.37,Loitering,none
P03,76,50.92,20.45,Loitering,none
P03,77,50.73,20.5,Holding,none
P03,78,50.7,20.61,Holding,none
P03,79,50.41,20.58,Holding,none
P03,80,50.24,20.62,Holding,none
P03,81,49.03,21.24,Loitering,none
P03,82,47.01,22.3,Loitering,none
P03,83,44.39,23.56,Moving,none
P03,84,41.23,24.69,Moving,none
P03,85,37.84,26.1,Moving,none
P03,86,34.11,27.17,Moving,none
P03,87,30.55,28.44,Moving,none
P03,88,28.1,29.42,Moving,none
P03,89,26.74,30.14,Moving,none
P03,90,26.54,30.62,Moving,none
P03,91,27.15,30.84,Loitering,none
P03,92,28.21,30.85,Loitering,none
P03,93,29.32,30.57,Loitering,none
P03,94,30.1,30.37,Loitering,none
P03,95,30.65,30.26,Loitering,none
P03,96,31.03,30.16,Loitering,none
P03,97,31.29,30.07,Loitering,none
P03,98,31.39,29.91,Holding,none
P03,99,31.63,29.91,Holding,none
P03,100,31.72,29.91,Holding,none
P03,101,31.88,29.88,Holding,none
P03,102,31.51,29.89,Holding,none
P03,103,31.25,29.89,Holding,none
P03,104,30.99,30.04,Holding,none
P03,105,30.9,29.97,Holding,none
P03,106,29.5,29.85,Loitering,none
P03,107,27.2,29.64,Loitering,none
P03,108,24.28,29.64,Moving,none
P03,109,20.92,29.38,Moving,none
P03,110,18.07,29.83,Moving,none
P03,111,18.16,30.03,Moving,none
P03,112,17.97,30.2,Loitering,none
P03,113,18.13,30.34,Holding,none
P03,114,18.02,30.37,Holding,none
P03,115,17.97,30.48,Holding,none
P03,116,19.2,30.05,Loitering,none
P03,117,21.27,29.2,Loitering,none
P03,118,23.85,27.94,Moving,none
P03,119,27.04,27.23,Moving,none
P03,120,30.55,27.23,Moving,none
P03,121,34.27,27.74,Moving,none
P03,122,38.04,27.62,Moving,none
P03,123,40.94,26.13,Moving,none
P03,124,42.9,23.88,Moving,none
P03,125,43.89,21.54,Moving,none
P03,126,43.73,19.57,Moving,death
P03,127,42.8,18.29,Moving,none
P03,128,41.55,17.7,Moving,none
P03,129,40.34,17.74,Loitering,none
P03,130,39.35,18.14,Loitering,none
P03,131,38.75,18.77,Loitering,none
P03,132,38.35,19.24,Loitering,none
P03,133,38.43,19.74,Loitering,none
P03,134,38.49,20.09,Loitering,none
P03,135,38.47,20.23,Holding,none
P03,136,38.42,20.38,Holding,none
P03,137,38.61,20.57,Holding,none
P03,138,38.46,19.34,Loitering,none
P03,139,38.1,17.19,Loitering,none
P03,140,37.97,14.34,Moving,none
P03,141,37.13,11.34,Moving,none
P03,142,35.12,8.7,Moving,none
P03,143,32.86,5.99,Moving,none
P03,144,30.69,4.05,Moving,none
P03,145,28.91,3.37,Moving,none
P03,146,27.9,3.42,Moving,none
P03,147,27.66,4.03,Loitering,none
P03,148,27.93,4.91,Loitering,none
P03,149,28.67,5.7,Loitering,none
P03,150,29.17,6.25,Loitering,none
P03,151,29.51,6.66,Loitering,none
P03,152,29.78,6.92,Loitering,none
P03,153,29.96,7.09,Holding,none
P03,154,30.17,7.28,Holding,none
P03,155,30.47,7.24,Holding,none
P03,156,30.42,7.27,Holding,none
P03,157,30.4,7.24,Holding,none
P03,158,30.34,7.19,Holding,none
P03,159,31.23,8.2,Loitering,none
P03,160,32.57,10.02,Loitering,none
P03,161,34.69,11.91,Moving,none
P03,162,37.49,13.64,Moving,none
P03,163,39.95,16.06,Moving,none
P03,164,41.69,18.62,Moving,none
P03,165,42.36,20.78,Moving,none
P03,166,42.28,22.11,Moving,none
P03,167,41.75,22.61,Loitering,none
P03,168,41,22.38,Loitering,none
P03,169,40.25,21.69,Loitering,none
P03,170,39.77,21.17,Loitering,none
P03,171,39.45,20.79,Loitering,none
P03,172,39.23,20.52,Loitering,none
P03,173,39.04,20.32,Holding,none
P03,174,40.24,20.09,Loitering,none
P03,175,42.41,19.99,Loitering,none
P03,176,45.24,19.96,Moving,none
P03,177,48.55,19.88,Moving,none
P03,178,51.56,19.26,Moving,none
P03,179,53.68,18.94,Moving,none
P03,180,54.8,18.82,Moving,none
P04,1,29.86,7.05,Moving,none
P04,2,29.79,6.91,Holding,none
P04,3,29.71,6.9,Holding,none
P04,4,29.75,6.9,Holding,none
P04,5,29.5,6.95,Holding,none
P04,6,29.48,7.01,Holding,none
P04,7,30.29,7.86,Loitering,none
P04,8,31.59,9.36,Loitering,none
P04,9,33.12,11.41,Moving,none
P04,10,35.41,13.16,Moving,none
P04,11,38.2,14.46,Moving,none
P04,12,40.55,16.41,Moving,death
P04,13,42.16,18.41,Moving,none
P04,14,42.8,20.15,Moving,none
P04,15,42.67,21.33,Moving,none
P04,16,42.09,21.94,Loitering,none
P04,17,41.28,21.94,Loitering,none
P04,18,40.5,21.49,Loitering,none
P04,19,39.94,21.2,Loitering,none
P04,20,39.55,20.99,Loitering,none
P04,21,39.28,20.84,Loitering,none
P04,22,38.94,20.72,Holding,none
P04,23,39.97,20.8,Loitering,none
P04,24,41.83,21.13,Loitering,none
P04,25,44.23,21.81,Moving,none
P04,26,46.63,22.39,Moving,none
P04,27,48.33,22.69,Moving,none
P04,28,49.5,23,Moving,none
P04,29,50.02,23.04,Loitering,none
P04,30,50.05,23.08,Loitering,none
P04,31,49.64,22.73,Holding,none
P04,32,49.37,22.47,Holding,none
P04,33,49.19,22.29,Holding,none
P04,34,48.96,22.23,Holding,none
P04,35,48.85,22.21,Holding,none
P04,36,48.79,22.08,Holding,none
P04,37,48.69,22.2,Holding,none
P04,38,48.6,22.1,Holding,none
P04,39,48.68,21.97,Holding,none
P04,40,48.7,21.98,Holding,none
P04,41,47.55,21.71,Loitering,none
P04,42,45.61,21.24,Loitering,none
P04,43,43.15,20.7,Moving,none
P04,44,40.83,20.09,Moving,none
P04,45,39.29,19.45,Moving,none
P04,46,38.19,19.05,Moving,death
P04,47,37.76,18.99,Loitering,none
P04,48,38,19.08,Loitering,none
P04,49,38.5,19.35,Loitering,none
P04,50,38.82,19.59,Loitering,none
P04,51,39.03,19.76,Loitering,none
P04,52,38.8,20.99,Loitering,none
P04,53,38.11,22.92,Loitering,none
P04,54,37.48,25.39,Moving,none
P04,55,36.46,28.13,Moving,none
P04,56,34.94,30.6,Moving,none
P04,57,33.02,32.34,Moving,none
P04,58,31.21,33.35,Moving,none
P04,59,29.7,33.32,Moving,none
P04,60,28.7,32.67,Moving,none
P04,61,28.21,31.71,Loitering,none
P04,62,28.24,30.7,Loitering,none
P04,63,28.71,29.92,Loitering,none
P04,64,28.99,29.34,Loitering,none
P04,65,29.15,28.92,Loitering,none
P04,66,29.3,28.64,Loitering,none
P04,67,29.41,28.49,Holding,none
P04,68,29.47,28.4,Holding,none
P04,69,29.53,28.17,Holding,none
P04,70,29.65,28.46,Holding,none
P04,71,29.73,28.75,Holding,none
P04,72,29.75,29.01,Holding,none
P04,73,29.9,29.15,Holding,none
P04,74,28.93,28.61,Loitering,none
P04,75,27.07,28.2,Loitering,none
P04,76,24.61,27.7,Moving,none
P04,77,21.98,26.69,Moving,none
P04,78,19.8,25,Moving,none
P04,79,18.6,22.48,Moving,none
P04,80,18.45,19.51,Moving,none
P04,81,18.36,16.74,Moving,none
P04,82,18.96,14.73,Moving,none
P04,83,19.4,13.33,Moving,none
P04,84,19.8,12.85,Loitering,none
P04,85,20.15,13.07,Loitering,none
P04,86,20.38,13.8,Loitering,none
P04,87,20.46,14.73,Loitering,none
P04,88,20.62,15.37,Loitering,none
P04,89,20.74,15.82,Loitering,none
P04,90,20.86,16.12,Loitering,none
P04,91,20.8,16.4,Holding,none
P04,92,20.59,16.53,Holding,none
P04,93,20.57,16.72,Holding,none
P04,94,20.58,16.74,Holding,none
P04,95,20.62,16.71,Holding,none
P04,96,20.56,16.82,Holding,none
P04,97,20.63,16.78,Holding,none
P04,98,20.55,16.85,Holding,none
P04,99,20.6,16.8,Holding,none
P04,100,21.07,15.74,Loitering,none
P04,101,22.33,14.25,Loitering,none
P04,102,23.92,12.28,Moving,none
P04,103,26.24,12.28,Moving,none
P04,104,28.58,11.43,Moving,none
P04,105,30.73,10.35,Moving,none
P04,106,32.18,9.02,Moving,none
P04,107,32.76,7.7,Moving,none
P04,108,32.63,6.64,Loitering,none
P04,109,32.07,5.93,Loitering,none
P04,110,31.28,5.62,Loitering,none
P04,111,30.48,5.57,Loitering,none
P04,112,29.92,5.5,Loitering,none
P04,113,29.53,5.46,Loitering,none
P04,114,29.25,5.42,Loitering,none
P04,115,29.14,5.43,Holding,none
P04,116,29.06,5.53,Holding,none
P04,117,29,5.59,Holding,none
P04,118,29.61,6.53,Loitering,none
P04,119,30.71,8.14,Loitering,none
P04,120,32.11,10.26,Moving,none
P04,121,34.07,12.33,Moving,none
P04,122,36.32,12.33,Moving,none
P04,123,38.43,13.31,Moving,none
P04,124,40.07,15.24,Moving,none
P04,125,41.21,17.51,Moving,none
P04,126,41.73,19.6,Moving,none
P04,127,42.19,21.03,Moving,none
P04,128,42.18,21.84,Loitering,none
P04,129,41.75,22.05,Loitering,none
P04,130,41.12,21.76,Loitering,none
P04,131,40.52,21.15,Loitering,none
P04,132,40.13,20.7,Loitering,none
P04,133,39.88,20.36,Loitering,none
P04,134,39.71,20.12,Loitering,none
P04,135,40.74,20.16,Loitering,none
P04,136,42.57,20.58,Loitering,none
P04,137,44.92,21.13,Moving,none
P04,138,47.15,21.74,Moving,none
P04,139,48.63,22.39,Moving,none
P04,140,49.6,22.98,Moving,none
P04,141,49.98,23.17,Loitering,none
P04,142,49.91,23.11,Loitering,none
P04,143,49.44,22.86,Holding,none
P04,144,49.11,22.69,Holding,none
P04,145,48.87,22.58,Holding,none
P04,146,48.88,22.37,Holding,none
P04,147,48.78,22.35,Holding,none
P04,148,48.77,22.25,Holding,none
P04,149,48.74,22.25,Holding,none
P04,150,48.75,22.24,Holding,none
P04,151,48.74,21.98,Holding,none
P04,152,48.82,22,Holding,none
P04,153,47.66,21.73,Loitering,none
P04,154,45.72,21.24,Loitering,none
P04,155,43.27,20.56,Moving,none
P04,156,40.95,19.87,Moving,none
P04,157,39.29,19.51,Moving,none
P04,158,38.16,19.15,Moving,none
P04,159,37.73,19.07,Loitering,none
P04,160,37.78,19.06,Loitering,none
P04,161,38.31,19.35,Holding,none
P04,162,38.99,19.7,Loitering,none
P04,163,39.44,19.99,Loitering,none
P04,164,39.78,20.15,Loitering,none
P04,165,39.83,21.38,Loitering,none
P04,166,39.39,23.32,Loitering,none
P04,167,38.38,25.63,Moving,none
P04,168,36.77,28.07,Moving,none
P04,169,34.69,30.27,Moving,none
P04,170,32.34,31.79,Moving,none
P04,171,30.31,32.68,Moving,none
P04,172,28.82,32.73,Moving,none
P04,173,27.99,32.27,Moving,none
P04,174,27.76,31.52,Loitering,none
P04,175,28.16,30.74,Loitering,none
P04,176,28.81,30.07,Loitering,none
P04,177,29.26,29.6,Loitering,none
P04,178,29.58,29.26,Loitering,none
P04,179,29.8,29.03,Loitering,none
P04,180,29.94,28.91,Holding,none
P05,1,30.11,30.27,Moving,none
P05,2,30.11,30.12,Holding,none
P05,3,29.97,30.02,Holding,none
P05,4,29.94,29.97,Holding,none
P05,5,29.55,30,Holding,none
P05,6,29.4,29.93,Holding,none
P05,7,29.32,30.03,Holding,none
P05,8,30.45,29.56,Loitering,none
